4,106,189,1.69,0
10,110,110,1.24,1
7,74,143,1.75,1
10,81,92,1.95,1
3,117,70,1.69,0
4,103,111,1.42,1
5,85,143,1.96,1
9,99,197,1.32,1
3,101,151,1.21,0
7,116,170,1.42,1
10,105,104,1.12,1
6,84,149,1.46,0
7,98,111,1.04,0
3,117,182,1.68,0
3,112,137,1.83,1
5,78,131,1.31,0
8,74,178,1.96,0
6,82,108,1.06,1
9,71,200,1.13,0
5,76,177,1.16,1
1,82,119,1.59,1
7,81,94,1.11,0
3,115,167,1.79,1
3,73,138,1.72,1
4,96,124,1.2,1
7,88,86,1.73,0
1,79,85,1.09,1
9,91,150,1.67,1
8,95,119,1.08,0
9,88,131,1.42,0
3,70,74,2.0,0
5,89,65,1.91,1
5,113,130,1.09,1
3,78,63,1.03,1
4,115,82,1.22,0
2,104,68,1.01,0
7,118,96,1.75,0
5,70,87,1.72,0
5,92,131,1.09,1
5,100,189,1.98,0
8,72,121,1.04,0
4,82,160,1.35,1
7,83,83,1.08,0
3,79,114,1.86,1
7,72,104,1.03,1
5,70,182,1.74,1
6,91,187,1.53,0
10,77,157,1.94,0
1,76,164,1.45,0
9,90,155,1.9,1
7,102,69,1.8,0
1,88,125,1.16,0
4,85,134,1.06,1
1,80,137,1.85,0
7,114,71,1.36,1
8,97,188,1.61,1
9,103,114,1.16,1
4,88,63,1.76,0
8,109,77,1.52,0
7,113,184,1.65,0
8,115,113,1.32,1
7,78,169,1.57,0
5,97,178,1.83,0
3,110,139,1.22,0
1,72,161,1.12,1
8,108,154,1.51,0
2,97,112,1.4,1
10,86,126,1.65,1
9,119,84,1.42,1
6,99,123,1.91,1
9,114,181,1.19,1
5,89,172,1.42,1
9,77,171,1.84,1
1,115,108,1.97,0
6,101,125,1.62,0
5,114,166,1.11,1
3,70,84,1.2,1
7,112,97,1.89,1
4,74,67,1.13,0
7,75,199,1.19,0
8,93,167,1.09,1
7,96,75,1.6,1
2,110,84,1.51,1
7,98,84,1.75,1
10,105,172,1.57,0
6,119,139,1.37,1
9,106,169,1.83,0
9,87,188,1.31,0
9,71,189,1.28,0
3,83,198,1.9,0
8,93,101,1.54,1
8,98,166,1.47,0
8,85,157,1.91,0
4,97,91,1.62,0
3,99,136,1.61,1
3,94,196,1.92,0
5,78,151,1.9,0
10,112,198,1.47,1
5,93,175,1.6,0
8,75,94,1.53,0
4,107,133,1.46,0
6,110,124,1.9,0
8,102,194,1.13,1
7,101,180,1.81,0
4,89,85,1.39,1
4,79,182,1.08,0
1,76,177,1.47,0
1,73,134,1.47,1
2,115,121,1.6,1
3,73,115,1.85,1
6,96,97,1.06,0
9,86,178,1.36,0
4,78,161,1.95,1
10,115,134,1.48,0
8,71,93,1.42,1
8,106,108,1.15,1
6,101,150,1.5,1
7,92,186,1.07,1
6,78,87,1.82,1
9,86,198,1.02,1
7,91,117,1.36,1
2,95,84,1.34,0
3,112,180,1.76,1
6,114,149,1.11,1
7,111,160,1.39,1
4,110,171,1.87,0
4,118,175,1.86,0
9,111,64,1.22,0
2,117,164,1.59,1
3,75,119,1.79,0
7,76,102,1.05,1
2,115,126,1.56,1
8,93,95,1.19,1
9,106,80,1.44,1
4,84,164,1.92,0
7,74,110,1.61,1
3,70,74,1.02,0
7,72,87,1.47,1
6,74,66,1.25,1
1,105,129,1.5,0
1,105,110,1.72,0
4,102,151,1.39,0
6,74,125,1.32,0
1,108,75,1.9,0
5,116,151,1.66,0
10,86,177,1.9,0
7,90,195,1.58,0
9,85,157,1.11,1
2,103,101,1.6,0
1,79,71,1.34,1
2,73,172,1.58,1
4,115,183,2.0,0
7,103,96,1.31,0
3,102,185,1.13,1
9,71,165,1.67,1
9,96,181,1.64,1
10,81,166,1.02,1
5,92,125,1.29,0
1,114,160,1.94,1
1,95,163,1.35,1
5,106,191,1.34,0
3,106,124,1.41,1
9,117,122,1.37,0
8,77,187,1.66,0
7,118,100,1.29,1
8,71,78,1.13,0
9,75,197,1.25,0
2,71,155,1.16,1
6,98,103,1.91,0
7,88,153,1.08,1
2,80,71,1.51,1
3,75,87,1.82,1
7,118,141,1.83,1
8,81,91,1.72,1
1,102,148,1.46,1
2,102,172,1.89,0
3,110,157,1.36,0
10,99,159,1.33,1
2,110,126,1.95,1
1,81,163,1.93,0
3,105,177,1.85,1
8,88,196,1.81,0
9,88,186,1.38,1
5,85,72,1.07,0
9,107,107,1.63,1
10,73,163,1.62,1
8,70,101,1.11,1
6,96,104,1.73,0
3,90,84,2.0,1
1,88,106,1.1,0
2,82,91,1.57,1
5,109,159,1.32,1
4,92,87,1.12,0
6,100,137,1.27,1
9,96,63,1.66,1
2,88,192,1.92,0
3,98,107,1.72,1
2,94,72,1.16,1
8,93,100,1.49,0
2,102,194,1.42,0
2,105,143,1.63,1
3,109,148,1.18,1
4,102,108,1.33,0
8,111,118,1.48,1
2,106,83,1.72,1
4,89,148,1.9,0
8,92,178,1.97,1
4,117,121,1.63,0
1,93,164,1.92,0
4,91,148,1.61,0
6,86,187,1.43,0
8,77,90,1.79,1
8,109,183,1.5,1
10,102,174,1.43,0
6,85,187,1.7,0
9,79,189,1.62,0
9,104,195,1.06,0
5,94,176,1.6,0
2,90,132,1.56,1
7,93,126,1.67,1
7,109,137,1.15,0
7,74,200,1.32,0
4,85,63,1.4,1
4,92,188,1.76,0
1,81,111,1.39,0
8,117,68,1.92,0
8,76,146,1.09,1
4,109,86,1.75,0
4,104,196,1.77,0
3,73,193,1.88,1
3,79,110,1.96,1
7,87,136,1.37,0
4,72,118,1.68,0
3,90,175,1.54,1
8,75,103,1.67,0
9,96,106,1.22,0
4,74,109,1.28,0
8,97,81,1.19,0
7,118,172,1.77,1
4,91,159,1.42,1
9,101,66,1.02,1
8,81,190,1.18,1
1,77,62,1.04,1
3,106,95,1.41,0
9,73,91,1.41,0
5,72,145,1.34,1
2,95,159,1.6,0
5,104,73,1.23,0
5,71,118,1.04,0
7,118,121,1.21,1
5,105,72,1.59,1
2,114,105,1.99,1
5,82,71,1.12,1
1,87,116,1.1,0
5,108,181,1.93,0
10,119,122,1.75,1
7,73,143,1.27,0
7,99,107,1.73,0
10,74,78,1.46,0
6,102,158,1.1,1
3,72,137,1.36,1
4,78,91,1.73,0
8,70,166,1.97,1
5,118,121,1.59,0
3,99,86,1.94,1
10,71,178,1.08,1
3,100,168,1.74,1
2,117,191,1.03,1
8,100,199,1.03,1
1,82,123,1.38,1
5,101,74,1.88,0
3,116,181,1.53,1
10,95,90,1.76,1
5,101,139,1.52,0
5,74,197,1.45,0
8,72,101,1.27,0
8,95,85,1.16,0
9,115,91,1.24,0
5,100,158,1.64,0
4,85,186,1.65,0
4,100,156,1.77,0
4,107,140,1.22,1
7,107,71,1.21,0
10,100,114,1.18,0
8,72,194,1.28,1
3,119,179,1.63,1
5,89,197,1.93,1
5,99,169,1.91,1
5,100,200,1.04,0
4,108,83,1.51,1
2,103,147,1.66,1
4,95,76,1.53,1
4,108,184,1.6,1
2,118,136,1.12,0
2,107,182,1.46,1
10,77,78,1.64,1
8,110,117,1.29,0
5,95,74,1.48,0
1,110,117,1.39,1
7,91,135,1.34,1
9,78,165,1.82,1
7,70,147,1.43,1
2,106,170,1.38,1
8,82,182,1.29,1
6,116,179,1.15,1
2,98,158,1.87,1
6,118,192,1.08,1
5,89,145,1.59,0
5,120,193,1.39,0
8,118,132,1.59,0
5,116,133,1.16,0
4,94,64,1.53,1
3,86,184,1.72,1
10,76,96,1.16,0
2,83,186,1.34,1
10,110,141,1.29,0
4,74,186,1.38,1
6,120,164,1.81,0
7,109,177,1.38,0
1,87,140,1.61,0
1,70,198,1.22,0
8,115,119,1.57,0
1,89,181,1.66,1
6,82,81,1.2,0
7,116,128,1.3,1
6,108,154,1.32,1
9,109,116,1.89,1
5,117,62,1.16,1
7,109,66,1.6,0
1,115,98,1.11,0
6,71,91,1.35,1
1,78,65,1.64,0
8,93,179,1.55,0
2,94,82,1.68,0
8,119,60,1.66,1
2,79,134,1.34,1
6,74,88,1.77,1
3,115,143,1.75,1
7,115,198,1.07,0
4,72,168,1.98,0
9,100,199,1.62,1
5,74,98,1.2,1
2,103,106,1.23,0
6,87,83,1.99,0
6,78,171,1.43,0
1,84,82,1.42,1
10,104,180,1.96,0
9,98,155,1.47,0
7,77,71,1.18,0
5,79,87,1.66,1
6,117,86,1.47,1
5,106,155,1.88,0
9,81,114,1.38,1
3,97,137,1.69,0
3,92,103,1.56,0
9,100,131,1.87,1
4,96,147,1.98,0
10,118,92,1.17,0
8,100,86,1.1,0
10,91,166,1.78,1
5,87,77,1.09,0
5,79,182,1.68,1
1,91,104,1.66,0
1,113,99,1.39,0
1,75,113,1.33,0
10,71,161,1.53,1
5,88,61,1.68,0
1,94,76,1.08,1
4,78,119,1.77,0
9,72,82,1.6,1
6,70,106,1.13,1
2,78,95,1.59,0
3,113,197,1.98,0
8,110,125,1.11,1
2,90,72,1.54,1
9,74,123,1.99,0
5,87,70,1.61,0
4,99,143,1.19,1
6,119,136,1.69,1
8,98,144,1.01,1
3,115,80,1.51,0
1,98,92,1.79,1
7,117,106,1.38,0
10,72,176,1.87,1
4,81,121,1.92,0
7,116,199,1.57,0
3,97,200,1.71,1
7,94,195,1.01,0
2,71,195,1.14,0
5,97,120,1.78,0
1,95,179,1.71,0
7,88,173,1.79,0
4,113,91,1.37,1
10,77,105,1.02,1
1,72,156,1.83,0
6,114,103,1.83,1
9,79,60,1.76,0
9,83,191,1.53,0
4,93,96,1.23,0
1,103,79,1.4,1
6,92,145,1.98,1
4,80,157,1.95,0
5,103,139,1.22,1
3,72,115,1.39,1
5,98,127,1.38,0
6,106,112,1.63,0
10,103,175,1.47,1
7,94,157,1.52,1
1,110,136,1.06,1
8,93,183,1.85,1
5,85,101,1.21,0
7,71,144,1.72,0
5,110,165,1.3,0
9,107,91,1.3,1
6,112,164,1.68,1
6,85,162,1.34,0
4,96,134,1.39,1
10,120,82,1.09,1
2,77,116,1.65,1
3,72,68,1.98,0
8,93,169,1.36,0
5,84,168,1.62,0
5,112,109,1.17,0
9,96,150,1.3,1
7,77,78,1.19,1
7,114,176,1.2,1
10,90,153,1.43,1
10,89,138,1.7,0
5,110,124,1.26,1
3,109,199,1.72,0
1,98,86,1.84,1
10,85,153,1.28,0
6,110,123,1.65,0
4,80,80,1.13,1
9,105,131,1.96,1
2,72,143,1.95,1
7,71,185,1.52,0
8,82,189,1.38,1
10,112,149,1.24,1
3,98,65,1.66,1
3,112,70,1.62,1
1,75,83,1.05,1
4,100,130,1.28,0
5,99,71,1.16,1
7,78,171,1.57,1
2,83,95,1.33,0
3,85,130,1.52,0
7,91,126,1.13,1
9,76,197,1.53,0
8,120,192,1.82,1
10,118,184,1.39,0
9,72,133,1.32,1
1,81,104,1.93,1
7,119,116,1.24,0
6,106,159,1.9,0
9,88,189,1.6,1
8,81,178,1.78,0
6,93,68,1.65,1
6,119,64,1.18,1
7,99,109,1.51,1
2,114,189,1.58,0
3,78,138,1.66,1
2,73,106,1.6,0
8,71,156,1.52,1
6,106,97,1.67,1
1,82,187,1.11,1
10,78,137,1.62,1
3,78,126,1.41,0
3,104,132,1.76,0
4,87,197,1.41,0
8,90,171,2.0,0
3,92,137,1.19,1
1,78,117,1.93,0
2,112,152,1.07,0
1,105,148,1.32,0
1,90,61,1.32,1
6,88,181,1.59,1
6,78,62,1.97,1
10,83,124,1.1,1
1,73,120,1.54,0
10,98,135,1.79,0
2,74,119,1.37,0
3,91,111,1.27,1
3,75,179,1.21,1
5,87,72,1.07,0
3,110,83,1.93,0
10,101,125,1.76,1
10,101,160,1.56,0
9,117,156,1.42,1
2,75,80,1.23,1
1,84,142,1.29,0
8,94,173,1.75,0
3,88,117,1.45,1
3,102,195,2.0,0
9,103,131,1.18,1
2,75,85,2.0,0
3,76,141,1.46,1
4,87,136,1.02,0
6,115,129,1.55,0
7,106,166,1.14,1
3,110,148,1.56,1
